53,2022-01-1 16:19:13,20,1826
54,2022-01-1 9:19:53,22,419
55,2022-01-1 11:13:49,19,1723
56,2022-01-1 20:0:35,14,662
57,2022-01-1 18:29:47,7,1873
58,2022-01-1 12:58:48,1,1481
59,2022-01-1 10:6:1,9,892
60,2022-01-1 9:57:29,15,1149
61,2022-01-1 15:16:26,15,1018
62,2022-01-1 13:21:22,13,1729
63,2022-01-1 16:33:59,3,1706
64,2022-01-1 9:40:49,11,61
65,2022-01-1 16:7:13,6,951
66,2022-01-1 16:31:56,3,1456
67,2022-01-1 19:58:5,12,937
68,2022-01-1 8:24:19,2,278
69,2022-01-1 8:22:16,21,1469
70,2022-01-1 12:6:6,8,852
71,2022-01-1 19:41:4,4,1070
72,2022-01-1 10:52:8,8,1755
73,2022-01-1 14:41:23,1,691
74,2022-01-1 20:23:4,15,910
75,2022-01-1 19:13:50,10,935
76,2022-01-1 14:5:54,1,1402
77,2022-01-1 12:2:16,10,1579
78,2022-01-1 8:11:0,6,1898
79,2022-01-1 20:22:24,14,742
80,2022-01-1 18:10:17,20,33
81,2022-01-1 20:46:2,12,522
82,2022-01-1 16:23:49,12,1226
83,2022-01-1 12:39:12,7,5
84,2022-01-1 13:36:59,10,1684
85,2022-01-1 13:36:8,12,364
86,2022-01-1 12:17:46,8,1098
87,2022-01-1 8:1:41,12,1767
88,2022-01-1 18:15:0,16,993
89,2022-01-1 20:57:41,13,1938
90,2022-01-1 14:24:38,5,1497
91,2022-01-1 17:50:11,20,46
92,2022-01-1 9:26:3,9,1968
93,2022-01-1 16:57:37,15,284
94,2022-01-1 17:25:31,5,565
95,2022-01-1 18:49:44,12,547
96,2022-01-1 15:44:41,5,1197
97,2022-01-1 8:46:1,14,46
98,2022-01-1 12:50:53,16,1568
99,2022-01-1 17:11:21,16,1594
100,2022-01-1 11:52:42,14,599
101,2022-01-1 14:58:56,20,931
102,2022-01-1 12:46:18,4,1087
103,2022-01-1 18:52:29,22,1315
104,2022-01-1 11:15:49,16,1959
105,2022-01-1 13:49:10,10,1893
106,2022-01-1 19:21:26,13,1954
107,2022-01-1 13:12:58,20,1496
108,2022-01-1 17:54:40,18,83
109,2022-01-1 9:0:24,4,1887
110,2022-01-1 11:34:18,9,914
111,2022-01-1 11:4:14,10,171
112,2022-01-1 11:7:20,3,1376
113,2022-01-1 10:26:10,16,282
114,2022-01-1 13:29:50,17,1485
115,2022-01-1 10:21:56,4,1009
116,2022-01-1 15:11:58,10,1890
117,2022-01-1 18:18:12,22,151
118,2022-01-1 12:8:35,18,1355
119,2022-01-1 14:5:23,12,450
120,2022-01-1 14:36:2,7,1969
121,2022-01-1 18:38:2,18,1058
122,2022-01-1 16:24:56,17,1231
123,2022-01-1 11:29:1,15,171
124,2022-01-1 15:47:2,22,1817
125,2022-01-1 13:46:16,13,617
126,2022-01-1 10:8:1,3,1886
127,2022-01-1 19:4:38,8,1244
128,2022-01-1 8:41:36,20,1504
129,2022-01-1 10:25:9,3,671
130,2022-01-1 20:2:49,20,737
131,2022-01-1 10:8:42,7,568
132,2022-01-1 16:47:29,14,1298
133,2022-01-1 15:9:10,5,1391
134,2022-01-1 16:26:10,23,1411
135,2022-01-1 17:12:5,16,807
136,2022-01-1 20:14:59,3,1037
137,2022-01-1 10:32:46,1,971
138,2022-01-1 8:40:40,9,1265
139,2022-01-1 14:50:42,14,652
140,2022-01-2 16:33:24,12,1702
141,2022-01-2 14:21:42,5,718
142,2022-01-2 16:38:45,20,625
143,2022-01-2 20:34:31,18,212
144,2022-01-2 11:2:9,17,1765
145,2022-01-2 9:16:16,4,50
146,2022-01-2 8:42:56,7,427
147,2022-01-2 13:54:21,6,726
148,2022-01-2 15:9:53,11,485
149,2022-01-2 17:54:5,1,490
150,2022-01-2 12:33:3,17,1959
151,2022-01-2 8:19:54,1,761
152,2022-01-2 11:20:21,10,250
153,2022-01-2 17:43:8,10,537
154,2022-01-2 16:48:50,18,799
155,2022-01-2 18:39:33,6,170
156,2022-01-2 19:11:22,22,1002
157,2022-01-2 20:35:55,12,1975
158,2022-01-2 18:13:20,20,502
159,2022-01-2 20:20:32,20,1474
160,2022-01-2 17:13:16,15,170
161,2022-01-2 13:22:38,16,618
162,2022-01-2 9:44:36,7,1283
163,2022-01-2 18:56:3,8,326
164,2022-01-2 16:11:47,4,1546
165,2022-01-2 12:39:39,20,1398
166,2022-01-2 13:2:59,2,1398
167,2022-01-2 8:4:16,9,1181
168,2022-01-2 17:43:28,3,542
169,2022-01-2 20:15:37,5,1705
170,2022-01-2 11:17:45,7,946
171,2022-01-2 8:32:54,16,1390
172,2022-01-2 17:41:9,22,1852
173,2022-01-2 15:48:5,5,1686
174,2022-01-2 17:41:50,12,494
175,2022-01-2 14:17:0,16,530
176,2022-01-2 9:13:30,6,1972
177,2022-01-2 8:16:35,12,955
178,2022-01-2 19:20:11,18,701
179,2022-01-2 16:37:12,6,1322
180,2022-01-2 10:11:51,2,1267
181,2022-01-2 9:2:16,17,567
182,2022-01-2 12:24:43,9,1018
183,2022-01-2 9:15:18,19,291
184,2022-01-2 17:19:34,6,17
185,2022-01-2 15:46:51,22,865
186,2022-01-2 15:33:31,17,709
187,2022-01-2 17:54:26,9,247
188,2022-01-2 20:1:32,19,1413
189,2022-01-2 13:40:23,22,1895
190,2022-01-2 20:38:35,15,1717
191,2022-01-2 20:38:14,11,27
192,2022-01-2 17:23:11,22,1325
193,2022-01-2 15:33:13,7,1820
194,2022-01-2 15:35:22,3,1797
195,2022-01-2 16:58:24,17,398
196,2022-01-2 14:3:14,16,1399
197,2022-01-2 19:43:46,1,834
198,2022-01-2 15:5:48,13,813
199,2022-01-2 19:18:38,10,1198
200,2022-01-2 16:32:19,8,320
201,2022-01-2 15:20:54,15,1822
202,2022-01-2 9:15:56,12,1303
203,2022-01-2 20:24:34,5,83
204,2022-01-2 15:21:15,23,1417
205,2022-01-2 16:14:19,11,547
206,2022-01-2 13:9:24,18,1338
207,2022-01-2 11:3:42,7,1254
208,2022-01-2 12:0:49,4,1681
209,2022-01-2 13:31:29,16,1341
210,2022-01-2 10:50:58,7,323
211,2022-01-2 13:27:18,5,393
212,2022-01-2 20:0:19,5,1046
213,2022-01-2 12:32:16,9,694
214,2022-01-2 8:45:9,22,684
215,2022-01-2 12:18:17,20,1494
216,2022-01-2 17:0:21,18,894
217,2022-01-2 15:22:26,21,82
218,2022-01-2 17:41:29,1,950
219,2022-01-2 10:12:6,1,384
220,2022-01-2 16:53:8,16,1225
221,2022-01-2 13:41:34,11,375
222,2022-01-2 13:20:2,17,291
223,2022-01-2 18:6:23,18,1077
224,2022-01-2 15:54:15,9,1458
225,2022-01-2 11:21:1,17,343
226,2022-01-2 9:50:14,7,811
227,2022-01-2 16:27:19,23,962
228,2022-01-2 10:10:29,11,61
229,2022-01-2 15:47:54,3,169
230,2022-01-2 11:47:17,1,1147
231,2022-01-2 13:21:7,20,1614
232,2022-01-2 12:22:18,22,1372
233,2022-01-2 16:28:41,1,1922
234,2022-01-2 12:43:54,14,1256
235,2022-01-2 8:23:7,22,1185
236,2022-01-2 18:30:54,7,1176
237,2022-01-2 11:49:58,18,1821
238,2022-01-2 11:58:39,13,384
239,2022-01-2 16:57:21,14,1465
240,2022-01-2 8:22:15,3,1564
241,2022-01-2 19:47:32,5,1785
242,2022-01-2 14:34:28,13,1450
243,2022-01-2 11:21:47,19,349
244,2022-01-2 20:55:18,1,1169
245,2022-01-2 20:36:49,7,493
246,2022-01-2 16:16:45,16,1523
247,2022-01-2 9:57:28,22,1591
248,2022-01-2 17:39:30,21,98
249,2022-01-2 19:51:19,8,369
250,2022-01-2 11:36:57,19,786
251,2022-01-2 17:36:3,6,515
252,2022-01-2 17:16:58,7,899
253,2022-01-2 10:39:1,9,1743
254,2022-01-2 19:42:49,18,1627
255,2022-01-2 19:33:14,10,759
256,2022-01-2 12:54:42,7,1657
257,2022-01-2 11:38:57,10,1397
258,2022-01-2 9:4:32,8,1068
259,2022-01-2 16:35:48,6,814
260,2022-01-2 8:47:53,3,1794
261,2022-01-2 11:51:24,2,978
262,2022-01-2 13:32:51,16,1073
263,2022-01-2 13:16:32,6,1433
264,2022-01-2 8:37:45,16,777
265,2022-01-2 17:17:22,1,217
266,2022-01-2 10:40:31,15,1564
267,2022-01-2 17:32:53,16,1324
268,2022-01-2 16:46:54,10,1830
269,2022-01-2 11:20:2,5,1745
270,2022-01-2 13:13:38,16,1586
271,2022-01-2 9:1:13,15,396
272,2022-01-2 19:9:17,16,592
273,2022-01-2 16:4:59,10,925
274,2022-01-2 9:27:1,5,1650
275,2022-01-2 8:47:13,20,1874
276,2022-01-2 11:37:26,23,1893
277,2022-01-2 9:57:59,7,1198
278,2022-01-2 20:57:51,10,1865
279,2022-01-3 16:1:48,15,1076
280,2022-01-3 14:31:44,2,1209
281,2022-01-3 19:10:25,9,223
282,2022-01-3 15:4:2,22,677
283,2022-01-3 8:26:16,6,1446
284,2022-01-3 19:32:56,13,1864
285,2022-01-3 8:39:12,17,1190
286,2022-01-3 20:49:19,4,638
287,2022-01-3 14:50:44,1,366
288,2022-01-3 14:41:32,9,696
289,2022-01-3 13:21:14,17,832
290,2022-01-3 12:5:8,12,364
291,2022-01-3 15:41:23,7,1057
292,2022-01-3 11:32:3,23,175
293,2022-01-3 10:30:27,5,1354
294,2022-01-3 19:34:58,17,967
295,2022-01-3 20:28:5,9,1631
296,2022-01-3 14:43:57,5,1581
297,2022-01-3 20:33:5,11,8
298,2022-01-3 19:43:12,13,1844
299,2022-01-3 10:34:6,9,1306
300,2022-01-3 18:23:53,3,1909
301,2022-01-3 15:57:10,21,309
302,2022-01-3 16:27:19,20,1078
303,2022-01-3 18:11:7,22,1412
304,2022-01-3 15:2:59,15,849
305,2022-01-3 8:22:25,20,1095
306,2022-01-3 14:25:17,22,192
307,2022-01-3 17:18:18,17,1782
308,2022-01-3 16:58:32,21,1035
309,2022-01-3 19:4:1,1,1705
310,2022-01-3 8:26:25,17,1485
311,2022-01-3 15:18:0,14,2001
312,2022-01-3 14:50:50,14,1246
313,2022-01-3 18:45:30,18,66
314,2022-01-3 17:13:39,6,392
315,2022-01-3 14:42:11,3,955
316,2022-01-3 9:56:51,7,223
317,2022-01-3 12:23:19,9,1024
318,2022-01-3 11:40:54,11,1517
319,2022-01-3 10:18:18,3,980
320,2022-01-3 15:53:25,20,1878
321,2022-01-3 10:22:17,4,1866
322,2022-01-3 19:52:52,8,245
323,2022-01-3 13:44:40,22,894
324,2022-01-3 15:20:43,8,644
325,2022-01-3 15:51:36,17,1979
326,2022-01-3 20:43:38,11,1164
327,2022-01-3 17:0:47,20,215
328,2022-01-3 14:39:23,13,1963
329,2022-01-3 16:3:33,3,1070
330,2022-01-3 8:1:40,3,56
331,2022-01-3 11:30:41,8,741
332,2022-01-3 13:53:41,20,1830
333,2022-01-3 13:10:52,1,27
334,2022-01-3 10:37:15,4,784
335,2022-01-3 18:52:16,14,1976
336,2022-01-3 18:10:49,4,673
337,2022-01-3 15:22:2,14,739
338,2022-01-3 14:15:22,19,635
339,2022-01-3 18:43:32,17,1166
340,2022-01-3 12:23:58,5,162
341,2022-01-3 13:50:29,4,1116
342,2022-01-3 14:57:55,15,203
343,2022-01-3 12:51:53,7,1333
344,2022-01-3 9:0:3,17,630
345,2022-01-3 20:20:14,15,746
346,2022-01-3 8:40:0,6,276
347,2022-01-3 9:35:31,20,1587
348,2022-01-3 9:45:13,14,1894
349,2022-01-3 18:46:51,20,1163
350,2022-01-3 17:56:59,11,469
351,2022-01-3 13:12:0,21,1061
352,2022-01-3 15:15:51,13,440
353,2022-01-3 19:20:28,14,1615
354,2022-01-3 14:10:44,11,325
355,2022-01-3 18:38:5,12,1870
356,2022-01-3 12:22:45,11,1230
357,2022-01-3 15:6:41,14,901
358,2022-01-3 10:49:12,15,1228
359,2022-01-3 18:6:22,9,1088
360,2022-01-3 18:1:20,20,442
361,2022-01-3 9:47:2,17,769
362,2022-01-3 19:43:15,12,1788
363,2022-01-3 8:31:33,17,867
364,2022-01-3 20:17:23,20,476
365,2022-01-3 14:46:26,23,1057
366,2022-01-3 16:35:3,3,819
367,2022-01-3 10:50:25,17,178
368,2022-01-3 19:1:55,2,219
369,2022-01-3 11:8:57,3,795
370,2022-01-3 18:13:40,12,86
371,2022-01-3 16:7:8,11,681
372,2022-01-3 14:39:11,11,1963
373,2022-01-3 16:45:16,14,822
374,2022-01-3 20:43:39,17,1193
375,2022-01-3 9:49:34,10,316
376,2022-01-3 11:4:48,17,838
377,2022-01-3 15:52:48,5,52
378,2022-01-3 9:54:4,22,48
379,2022-01-3 17:0:37,15,1807
380,2022-01-3 9:43:35,21,1095
381,2022-01-3 11:0:41,14,1781
382,2022-01-3 15:43:36,6,1913
383,2022-01-3 20:53:14,10,940
384,2022-01-3 12:44:29,3,1068
385,2022-01-3 11:24:1,10,310
386,2022-01-3 17:38:29,4,1603
387,2022-01-3 17:14:28,21,296
388,2022-01-3 17:20:36,8,221
389,2022-01-3 13:38:45,10,1812
390,2022-01-3 20:28:10,13,537
391,2022-01-3 10:21:18,21,1681
392,2022-01-3 20:13:0,17,771
393,2022-01-3 13:29:7,21,648
394,2022-01-3 14:20:37,13,927
395,2022-01-3 17:38:14,5,1742
396,2022-01-3 20:22:51,15,780
397,2022-01-3 12:5:20,12,1879
398,2022-01-3 10:38:9,3,863
399,2022-01-3 15:52:4,17,202
400,2022-01-3 14:45:46,13,572
401,2022-01-3 8:46:51,10,768
402,2022-01-3 16:50:47,21,860
403,2022-01-3 18:45:7,2,1517
404,2022-01-3 17:21:38,17,1733
405,2022-01-3 16:22:9,11,146
406,2022-01-3 16:3:16,8,1393
407,2022-01-3 16:2:21,3,1425
408,2022-01-3 9:36:28,13,719
409,2022-01-3 14:12:15,1,1480
410,2022-01-3 13:49:22,5,762
411,2022-01-3 13:8:11,3,1056
412,2022-01-3 13:20:21,15,1445
413,2022-01-3 18:48:29,8,1434
414,2022-01-3 10:7:19,8,784
415,2022-01-3 17:48:56,7,220
416,2022-01-3 8:20:9,21,1132
417,2022-01-3 20:35:2,18,932
418,2022-01-4 11:14:14,21,27
419,2022-01-4 14:6:9,16,617
420,2022-01-4 15:0:42,15,77
421,2022-01-4 17:43:31,12,470
422,2022-01-4 19:45:58,12,625
423,2022-01-4 18:25:39,13,1330
424,2022-01-4 20:43:11,21,1396
425,2022-01-4 10:7:28,21,1257
426,2022-01-4 18:50:31,22,1489
427,2022-01-4 11:1:27,11,1409
428,2022-01-4 11:33:47,16,1259
429,2022-01-4 17:40:12,19,348
430,2022-01-4 15:30:53,15,110
431,2022-01-4 10:7:24,18,1419
432,2022-01-4 10:36:44,1,1521
433,2022-01-4 14:7:22,13,1164
434,2022-01-4 12:24:34,16,350
435,2022-01-4 10:5:28,12,1721
436,2022-01-4 13:37:27,21,905
437,2022-01-4 13:22:9,14,610
438,2022-01-4 17:32:57,10,1888
439,2022-01-4 10:19:15,1,899
440,2022-01-4 20:54:6,1,474
441,2022-01-4 15:28:19,22,1771
442,2022-01-4 9:30:18,3,475
443,2022-01-4 19:43:30,21,1618
444,2022-01-4 20:20:55,2,1978
445,2022-01-4 8:44:20,23,156
446,2022-01-4 19:26:16,8,1332
447,2022-01-4 15:57:11,21,218
448,2022-01-4 9:35:32,5,1736
449,2022-01-4 10:38:37,13,1149
450,2022-01-4 16:18:14,8,124
451,2022-01-4 9:52:48,22,1053
452,2022-01-4 18:53:14,18,387
453,2022-01-4 11:41:31,19,756
454,2022-01-4 18:37:30,8,1076
455,2022-01-4 19:25:33,11,1036
456,2022-01-4 19:40:44,20,1195
457,2022-01-4 16:30:46,10,823
458,2022-01-4 17:10:14,16,1309
459,2022-01-4 11:18:9,13,589
460,2022-01-4 17:58:22,17,98
461,2022-01-4 9:49:36,10,1865
462,2022-01-4 19:47:5,12,1079
463,2022-01-4 15:30:59,19,1411
464,2022-01-4 13:44:17,4,1139
465,2022-01-4 16:13:5,12,1202
466,2022-01-4 15:28:36,3,878
467,2022-01-4 20:8:3,11,1498
468,2022-01-4 15:33:27,12,1471
469,2022-01-4 15:54:27,12,632
470,2022-01-4 9:19:36,18,140
471,2022-01-4 16:10:11,5,610
472,2022-01-4 13:24:35,1,1853
473,2022-01-4 17:27:40,1,303
474,2022-01-4 16:55:32,17,798
475,2022-01-4 18:56:49,4,1474
476,2022-01-4 19:17:16,15,328
477,2022-01-4 18:10:37,3,469
478,2022-01-4 18:25:47,21,1818
479,2022-01-4 10:47:21,20,64
480,2022-01-4 11:41:10,12,1809
481,2022-01-4 20:1:46,8,965
482,2022-01-4 13:42:6,8,1110
483,2022-01-4 15:25:50,21,1821
484,2022-01-4 10:58:21,23,1930
485,2022-01-4 12:32:29,2,722
486,2022-01-4 19:43:0,6,1400
487,2022-01-4 16:45:21,18,305
488,2022-01-4 9:16:16,8,175
489,2022-01-4 16:35:2,14,323
490,2022-01-4 18:28:11,15,709
491,2022-01-4 18:38:39,5,461
492,2022-01-4 12:56:54,15,1354
493,2022-01-4 9:53:57,20,1439
494,2022-01-4 14:56:55,22,28
495,2022-01-4 8:3:56,18,1573
496,2022-01-4 17:48:20,17,1695
497,2022-01-4 16:2:25,13,1672
498,2022-01-4 12:31:23,19,15
499,2022-01-4 8:48:58,10,779
500,2022-01-4 20:26:0,12,941
501,2022-01-4 12:58:22,13,1393
502,2022-01-4 11:0:37,6,1712
503,2022-01-4 8:38:15,6,1054
504,2022-01-4 14:27:58,22,1126
505,2022-01-4 19:59:11,22,258
506,2022-01-4 16:53:28,8,1801
507,2022-01-4 11:50:18,11,791
508,2022-01-4 20:56:22,9,450
509,2022-01-4 14:29:56,6,225
510,2022-01-4 8:32:52,18,344
511,2022-01-4 17:42:48,1,670
512,2022-01-4 17:51:12,21,884
513,2022-01-4 14:40:17,6,679
514,2022-01-4 15:53:52,20,122
515,2022-01-4 12:2:28,23,1463
516,2022-01-4 18:13:59,15,900
517,2022-01-4 11:46:45,14,501
518,2022-01-4 17:0:10,3,729
519,2022-01-4 9:3:22,6,1651
520,2022-01-4 15:58:22,2,6
521,2022-01-4 16:12:57,8,754
522,2022-01-4 15:12:19,10,386
523,2022-01-4 17:58:55,12,2001
524,2022-01-4 13:32:24,14,959
525,2022-01-4 19:10:22,21,1868
526,2022-01-4 20:10:58,19,1401
527,2022-01-4 15:8:7,13,1195
528,2022-01-4 16:17:43,2,1568
529,2022-01-4 20:4:45,12,565
530,2022-01-4 13:5:43,6,1617
531,2022-01-4 14:11:4,16,1156
532,2022-01-4 8:23:28,3,1076
533,2022-01-4 16:5:43,15,1281
534,2022-01-4 8:29:49,17,989
535,2022-01-4 9:21:38,3,1766
536,2022-01-4 11:28:9,22,1884
537,2022-01-4 16:59:24,14,1509
538,2022-01-4 11:56:54,12,1292
539,2022-01-4 20:51:8,11,536
540,2022-01-4 20:2:35,3,1403
541,2022-01-4 11:56:23,10,207
542,2022-01-4 19:27:40,21,1214
543,2022-01-4 12:52:47,22,1629
544,2022-01-4 9:44:48,19,1140
545,2022-01-4 18:54:17,14,1511
546,2022-01-4 9:31:48,23,1965
547,2022-01-4 11:50:49,23,184
548,2022-01-4 8:52:2,15,517
549,2022-01-4 14:12:25,20,1384
550,2022-01-4 11:17:37,21,1388
551,2022-01-4 16:13:37,20,1067
552,2022-01-4 13:31:38,22,960
553,2022-01-4 12:56:9,18,1364
554,2022-01-4 15:2:45,19,1617
555,2022-01-4 8:12:42,21,1489
556,2022-01-4 15:41:23,5,1903
557,2022-01-5 11:49:5,14,1670
558,2022-01-5 8:41:43,18,1055
559,2022-01-5 20:41:40,7,1111
560,2022-01-5 13:16:21,3,1794
561,2022-01-5 17:13:1,2,332
562,2022-01-5 18:29:20,1,1847
563,2022-01-5 16:3:20,22,419
564,2022-01-5 15:37:28,8,1801
565,2022-01-5 16:36:19,20,1896
566,2022-01-5 11:23:18,17,1242
567,2022-01-5 20:30:12,22,840
568,2022-01-5 19:6:34,2,487
569,2022-01-5 8:21:20,18,339
570,2022-01-5 20:37:10,23,740
571,2022-01-5 19:46:8,4,853
572,2022-01-5 20:27:20,3,1257
573,2022-01-5 9:59:23,1,1001
574,2022-01-5 20:32:33,23,1648
575,2022-01-5 9:5:11,15,547
576,2022-01-5 20:2:3,15,758
577,2022-01-5 17:46:24,22,59
578,2022-01-5 9:18:44,17,1572
579,2022-01-5 10:53:52,17,895
580,2022-01-5 17:51:37,18,805
581,2022-01-5 12:49:36,23,1225
582,2022-01-5 19:52:21,6,1858
583,2022-01-5 8:56:30,6,1987
584,2022-01-5 13:50:47,10,1777
585,2022-01-5 10:33:18,22,1291
586,2022-01-5 16:27:55,21,1733
587,2022-01-5 16:27:12,7,1325
588,2022-01-5 9:4:15,3,449
589,2022-01-5 9:16:0,22,1736
590,2022-01-5 9:56:55,19,672
591,2022-01-5 13:24:21,7,533
592,2022-01-5 10:14:34,13,1010
593,2022-01-5 9:57:45,4,330
594,2022-01-5 13:31:46,4,1283
595,2022-01-5 14:14:54,14,901
596,2022-01-5 19:51:3,20,826
597,2022-01-5 8:4:27,18,1241
598,2022-01-5 19:56:27,19,1433
599,2022-01-5 16:33:12,10,1880
600,2022-01-5 15:29:16,3,851
601,2022-01-5 16:57:37,5,1957
602,2022-01-5 13:14:40,20,850
603,2022-01-5 16:39:52,20,1347
604,2022-01-5 17:25:22,4,1341
605,2022-01-5 18:46:29,3,1419
606,2022-01-5 12:18:25,20,1970
607,2022-01-5 11:41:46,11,1490
608,2022-01-5 10:57:33,6,148
609,2022-01-5 16:14:15,19,607
610,2022-01-5 15:14:38,23,1409
611,2022-01-5 20:10:49,5,383
612,2022-01-5 9:12:15,15,213
613,2022-01-5 14:2:18,1,702
614,2022-01-5 20:0:7,16,1334
615,2022-01-5 19:35:5,8,279
616,2022-01-5 10:51:20,18,715
617,2022-01-5 12:55:39,21,334
618,2022-01-5 16:21:16,10,712
619,2022-01-5 14:47:46,4,211
620,2022-01-5 19:4:8,11,817
621,2022-01-5 20:18:45,18,1716
622,2022-01-5 20:25:55,1,501
623,2022-01-5 8:15:3,15,1718
624,2022-01-5 17:52:47,8,437
625,2022-01-5 9:40:17,21,1536
626,2022-01-5 12:36:35,17,1361
627,2022-01-5 17:6:9,15,1502
628,2022-01-5 9:4:8,9,1586
629,2022-01-5 18:50:45,2,91
630,2022-01-5 19:9:47,23,1760
631,2022-01-5 16:4:37,16,1508
632,2022-01-5 13:55:14,3,409
633,2022-01-5 11:45:20,12,392
634,2022-01-5 15:34:44,4,850
635,2022-01-5 15:38:12,2,1731
636,2022-01-5 15:59:52,20,1404
637,2022-01-5 15:56:29,14,1532
638,2022-01-5 11:14:35,4,1455
639,2022-01-5 13:55:13,1,991
640,2022-01-5 15:3:44,13,461
641,2022-01-5 8:50:22,17,838
642,2022-01-5 9:16:12,11,1457
643,2022-01-5 11:11:28,9,1301
644,2022-01-5 13:3:30,22,209
645,2022-01-5 13:20:1,19,374
646,2022-01-5 16:40:10,9,1188
647,2022-01-5 9:56:31,2,1936
648,2022-01-5 14:37:41,4,1916
649,2022-01-5 14:3:11,1,1511
650,2022-01-5 17:19:36,12,13
651,2022-01-5 20:37:59,7,1054
652,2022-01-5 15:55:59,20,45
653,2022-01-5 9:29:1,15,946
654,2022-01-5 12:31:34,10,1176
655,2022-01-5 16:51:40,2,288
656,2022-01-5 17:46:51,5,1942
657,2022-01-5 20:0:3,20,1730
658,2022-01-5 16:43:30,3,952
659,2022-01-5 18:3:0,13,864
660,2022-01-5 12:3:52,5,147
661,2022-01-5 17:22:25,9,1201
662,2022-01-5 12:44:28,6,1384
663,2022-01-5 14:22:0,17,1690
664,2022-01-5 15:43:16,13,1387
665,2022-01-5 9:44:2,10,1831
666,2022-01-5 12:25:0,6,513
667,2022-01-5 12:4:38,3,1549
668,2022-01-5 18:21:18,13,372
669,2022-01-5 20:28:46,22,1001
670,2022-01-5 20:53:50,19,1050
671,2022-01-5 11:13:43,23,1701
672,2022-01-5 17:42:14,16,568
673,2022-01-5 17:25:53,21,1400
674,2022-01-5 16:30:6,11,722
675,2022-01-5 9:9:17,15,1228
676,2022-01-5 15:7:37,19,1085
677,2022-01-5 11:40:18,15,904
678,2022-01-5 15:52:49,17,1599
679,2022-01-5 19:15:36,6,233
680,2022-01-5 9:18:40,15,582
681,2022-01-5 14:49:9,9,1306
682,2022-01-5 17:6:50,9,188
683,2022-01-5 18:44:53,20,588
684,2022-01-5 13:5:22,1,129
685,2022-01-5 14:55:29,14,985
686,2022-01-5 8:52:27,22,1094
687,2022-01-5 13:16:22,14,201
688,2022-01-5 16:37:36,11,1146
689,2022-01-5 11:6:45,3,1647
690,2022-01-5 11:9:15,17,1533
691,2022-01-5 9:28:16,22,1371
692,2022-01-5 10:40:26,16,480
693,2022-01-5 18:15:9,8,1004
694,2022-01-5 8:22:42,2,505
695,2022-01-5 11:3:1,4,1178
696,2022-01-6 10:4:55,8,1452
697,2022-01-6 11:45:35,3,1494
698,2022-01-6 13:43:26,18,1022
699,2022-01-6 15:7:25,23,997
700,2022-01-6 15:35:15,15,1405
701,2022-01-6 12:48:26,17,21
702,2022-01-6 10:49:42,1,1448
703,2022-01-6 11:50:3,6,61
704,2022-01-6 14:16:10,8,485
705,2022-01-6 19:19:4,9,465
706,2022-01-6 15:46:4,13,1093
707,2022-01-6 10:7:42,17,215
708,2022-01-6 11:29:14,19,1799
709,2022-01-6 9:15:36,10,1524
710,2022-01-6 16:33:8,20,801
711,2022-01-6 20:20:51,14,1584
712,2022-01-6 15:7:48,19,1052
713,2022-01-6 14:5:1,7,437
714,2022-01-6 18:8:38,21,1673
715,2022-01-6 13:48:2,20,297
716,2022-01-6 12:52:38,6,1064
